setting_id,intervention_grid,annulus_start_km,annulus_end_km,annulus_midpoint_km,request_status,land_density_ratio
decay_setting_036,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.34
decay_setting_009,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_054,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.36
decay_setting_069,Seven 1-km annuli,45.0,46.0,45.5,valid,0.12
decay_setting_074,Seven 1-km annuli,45.0,46.0,45.5,valid,0.21
decay_setting_079,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_019,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.47
decay_setting_038,Seven 1-km annuli,45.0,46.0,45.5,valid,0.15
decay_setting_085,0.5-km annuli,5.0,5.5,5.25,valid,0.75
decay_setting_057,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.45
decay_setting_052,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.35
decay_setting_061,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_090,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.18
decay_setting_056,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.57
decay_setting_070,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.75
decay_setting_049,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_013,2-km annuli,4.0,6.0,5.0,valid,0.35
decay_setting_075,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_050,0.5-km annuli,5.0,5.5,5.25,valid,0.62
decay_setting_058,0.5-km annuli,30.0,30.5,30.25,valid,0.65
decay_setting_072,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_008,Seven 1-km annuli,45.0,46.0,45.5,valid,0.27
decay_setting_056,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_007,2-km annuli,30.0,32.0,31.0,valid,0.34
decay_setting_020,0.5-km annuli,30.0,30.5,30.25,valid,0.25
decay_setting_080,2-km annuli,30.0,32.0,31.0,valid,0.35
decay_setting_044,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_011,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_007,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_038,0.5-km annuli,60.0,60.5,60.25,valid,0.12
decay_setting_046,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.72
decay_setting_037,0.5-km annuli,15.0,15.5,15.25,valid,0.57
decay_setting_071,2-km annuli,14.0,16.0,15.0,valid,0.47
decay_setting_050,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_015,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_027,Seven 1-km annuli,45.0,46.0,45.5,valid,0.35
decay_setting_065,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_020,0.5-km annuli,0.0,0.5,0.25,valid,0.75
decay_setting_089,0.5-km annuli,60.0,60.5,60.25,valid,0.12
decay_setting_054,0.5-km annuli,60.0,60.5,60.25,valid,0.12
decay_setting_024,2-km annuli,30.0,32.0,31.0,valid,0.35
decay_setting_071,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_056,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_006,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_005,0.5-km annuli,30.0,30.5,30.25,valid,0.35
decay_setting_070,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.35
decay_setting_061,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.12
decay_setting_026,2-km annuli,14.0,16.0,15.0,valid,0.45
decay_setting_088,2-km annuli,14.0,16.0,15.0,valid,0.47
decay_setting_017,Seven 1-km annuli,10.0,11.0,10.5,valid,0.35
decay_setting_057,2-km annuli,14.0,16.0,15.0,valid,0.35
decay_setting_093,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.32
decay_setting_091,0.5-km annuli,30.0,30.5,30.25,valid,0.35
decay_setting_046,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_017,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_017,0.5-km annuli,15.0,15.5,15.25,valid,0.62
decay_setting_022,0.5-km annuli,30.0,30.5,30.25,valid,0.12
decay_setting_005,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.65
decay_setting_042,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_100,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.45
decay_setting_082,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_049,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_018,0.5-km annuli,30.0,30.5,30.25,valid,0.15
decay_setting_044,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.43
decay_setting_007,0.5-km annuli,15.0,15.5,15.25,valid,0.65
decay_setting_011,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_037,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.35
decay_setting_100,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_029,0.5-km annuli,5.0,5.5,5.25,valid,0.72
decay_setting_002,0.5-km annuli,15.0,15.5,15.25,valid,0.65
decay_setting_070,0.5-km annuli,30.0,30.5,30.25,valid,0.42
decay_setting_075,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_035,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_087,0.5-km annuli,30.0,30.5,30.25,valid,0.27
decay_setting_086,0.5-km annuli,60.0,60.5,60.25,valid,0.32
decay_setting_022,2-km annuli,4.0,6.0,5.0,valid,0.43
decay_setting_018,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_034,2-km annuli,30.0,32.0,31.0,valid,0.35
decay_setting_091,0.5-km annuli,15.0,15.5,15.25,valid,0.63
decay_setting_045,2-km annuli,14.0,16.0,15.0,valid,0.35
decay_setting_042,2-km annuli,14.0,16.0,15.0,valid,0.45
decay_setting_097,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.42
decay_setting_039,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.12
decay_setting_026,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_072,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_062,2-km annuli,30.0,32.0,31.0,valid,0.25
decay_setting_033,2-km annuli,30.0,32.0,31.0,valid,0.37
decay_setting_045,Seven 1-km annuli,45.0,46.0,45.5,valid,0.28
decay_setting_041,2-km annuli,30.0,32.0,31.0,valid,0.35
decay_setting_084,0.5-km annuli,0.0,0.5,0.25,valid,0.65
decay_setting_064,Seven 1-km annuli,45.0,46.0,45.5,valid,0.35
decay_setting_025,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_049,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_054,0.5-km annuli,5.0,5.5,5.25,valid,0.42
decay_setting_036,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_100,2-km annuli,4.0,6.0,5.0,valid,0.45
decay_setting_078,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_048,0.5-km annuli,15.0,15.5,15.25,valid,0.58
decay_setting_036,0.5-km annuli,5.0,5.5,5.25,valid,0.72
decay_setting_012,0.5-km annuli,15.0,15.5,15.25,valid,0.32
decay_setting_070,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_069,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.45
decay_setting_090,2-km annuli,4.0,6.0,5.0,valid,0.34
decay_setting_061,2-km annuli,4.0,6.0,5.0,valid,0.72
decay_setting_097,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_040,2-km annuli,14.0,16.0,15.0,valid,0.62
decay_setting_037,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_048,2-km annuli,4.0,6.0,5.0,valid,0.55
decay_setting_069,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_076,0.5-km annuli,30.0,30.5,30.25,valid,0.25
decay_setting_018,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.12
decay_setting_071,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.12
decay_setting_038,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.65
decay_setting_040,0.5-km annuli,15.0,15.5,15.25,valid,0.65
decay_setting_074,2-km annuli,60.0,62.0,61.0,valid,0.35
decay_setting_005,2-km annuli,30.0,32.0,31.0,valid,0.35
decay_setting_045,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_097,0.5-km annuli,30.0,30.5,30.25,valid,0.15
decay_setting_016,0.5-km annuli,30.0,30.5,30.25,valid,0.23
decay_setting_100,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_089,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.12
decay_setting_045,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.42
decay_setting_042,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_035,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.65
decay_setting_055,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_019,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_026,2-km annuli,30.0,32.0,31.0,valid,0.45
decay_setting_013,0.5-km annuli,0.0,0.5,0.25,valid,0.75
decay_setting_012,2-km annuli,30.0,32.0,31.0,valid,0.37
decay_setting_011,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_015,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_041,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.24
decay_setting_040,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_048,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.27
decay_setting_024,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.25
decay_setting_068,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.65
decay_setting_006,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_016,2-km annuli,14.0,16.0,15.0,valid,0.45
decay_setting_005,2-km annuli,4.0,6.0,5.0,valid,0.55
decay_setting_095,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_070,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_079,0.5-km annuli,60.0,60.5,60.25,valid,0.22
decay_setting_096,0.5-km annuli,15.0,15.5,15.25,valid,0.42
decay_setting_041,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_098,2-km annuli,60.0,62.0,61.0,valid,0.35
decay_setting_078,2-km annuli,14.0,16.0,15.0,valid,0.45
decay_setting_055,0.5-km annuli,5.0,5.5,5.25,valid,0.72
decay_setting_035,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.47
decay_setting_082,2-km annuli,0.0,2.0,1.0,valid,0.75
decay_setting_001,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.45
decay_setting_007,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.62
decay_setting_092,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_037,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_076,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_019,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_039,2-km annuli,30.0,32.0,31.0,valid,0.45
decay_setting_039,0.5-km annuli,15.0,15.5,15.25,valid,0.63
decay_setting_024,0.5-km annuli,5.0,5.5,5.25,valid,0.72
decay_setting_020,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.55
decay_setting_049,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_003,0.5-km annuli,30.0,30.5,30.25,valid,0.35
decay_setting_099,Seven 1-km annuli,45.0,46.0,45.5,valid,0.23
decay_setting_015,2-km annuli,14.0,16.0,15.0,valid,0.45
decay_setting_025,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.45
decay_setting_056,0.5-km annuli,30.0,30.5,30.25,valid,0.35
decay_setting_072,2-km annuli,14.0,16.0,15.0,valid,0.62
decay_setting_053,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_061,Seven 1-km annuli,45.0,46.0,45.5,valid,0.28
decay_setting_087,2-km annuli,4.0,6.0,5.0,valid,0.35
decay_setting_045,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_044,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_031,2-km annuli,30.0,32.0,31.0,valid,0.15
decay_setting_099,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_080,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_044,2-km annuli,14.0,16.0,15.0,valid,0.65
decay_setting_059,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.45
decay_setting_051,0.5-km annuli,60.0,60.5,60.25,valid,0.35
decay_setting_048,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.45
decay_setting_027,2-km annuli,14.0,16.0,15.0,valid,0.72
decay_setting_005,Seven 1-km annuli,45.0,46.0,45.5,valid,0.32
decay_setting_029,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.65
decay_setting_023,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.07
decay_setting_062,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_070,2-km annuli,60.0,62.0,61.0,valid,0.32
decay_setting_088,0.5-km annuli,60.0,60.5,60.25,valid,0.12
decay_setting_099,2-km annuli,4.0,6.0,5.0,valid,0.55
decay_setting_033,Seven 1-km annuli,45.0,46.0,45.5,valid,0.42
decay_setting_042,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_079,0.5-km annuli,30.0,30.5,30.25,valid,0.42
decay_setting_076,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_021,2-km annuli,14.0,16.0,15.0,valid,0.38
decay_setting_058,2-km annuli,0.0,2.0,1.0,valid,0.75
decay_setting_008,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.65
decay_setting_081,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_003,Seven 1-km annuli,45.0,46.0,45.5,valid,0.15
decay_setting_017,2-km annuli,30.0,32.0,31.0,valid,0.37
decay_setting_092,2-km annuli,60.0,62.0,61.0,valid,0.27
decay_setting_046,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.65
decay_setting_088,0.5-km annuli,30.0,30.5,30.25,valid,0.15
decay_setting_066,0.5-km annuli,5.0,5.5,5.25,valid,0.43
decay_setting_051,0.5-km annuli,15.0,15.5,15.25,valid,0.45
decay_setting_100,2-km annuli,60.0,62.0,61.0,valid,0.12
decay_setting_096,0.5-km annuli,30.0,30.5,30.25,valid,0.12
decay_setting_003,0.5-km annuli,15.0,15.5,15.25,valid,0.42
decay_setting_064,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_091,Seven 1-km annuli,45.0,46.0,45.5,valid,0.32
decay_setting_092,0.5-km annuli,60.0,60.5,60.25,valid,0.17
decay_setting_091,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_069,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_059,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.32
decay_setting_003,2-km annuli,4.0,6.0,5.0,valid,0.45
decay_setting_028,Seven 1-km annuli,45.0,46.0,45.5,valid,0.22
decay_setting_086,0.5-km annuli,15.0,15.5,15.25,valid,0.65
decay_setting_083,0.5-km annuli,5.0,5.5,5.25,valid,0.75
decay_setting_013,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.08
decay_setting_087,Seven 1-km annuli,10.0,11.0,10.5,valid,0.75
decay_setting_055,2-km annuli,4.0,6.0,5.0,valid,0.42
decay_setting_019,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_012,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.63
decay_setting_031,2-km annuli,14.0,16.0,15.0,valid,0.35
decay_setting_077,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_013,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_037,2-km annuli,60.0,62.0,61.0,valid,0.37
decay_setting_028,2-km annuli,14.0,16.0,15.0,valid,0.65
decay_setting_094,0.5-km annuli,30.0,30.5,30.25,valid,0.15
decay_setting_049,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.32
decay_setting_009,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.07
decay_setting_002,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_026,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.45
decay_setting_060,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_070,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.54
decay_setting_010,2-km annuli,4.0,6.0,5.0,valid,0.72
decay_setting_037,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.45
decay_setting_038,0.5-km annuli,0.0,0.5,0.25,valid,0.82
decay_setting_060,0.5-km annuli,30.0,30.5,30.25,valid,0.35
decay_setting_002,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_058,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_014,2-km annuli,14.0,16.0,15.0,valid,0.32
decay_setting_008,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_034,2-km annuli,14.0,16.0,15.0,valid,0.43
decay_setting_064,0.5-km annuli,60.0,60.5,60.25,valid,0.18
decay_setting_073,Seven 1-km annuli,45.0,46.0,45.5,valid,0.15
decay_setting_064,0.5-km annuli,0.0,0.5,0.25,valid,0.75
decay_setting_076,2-km annuli,30.0,32.0,31.0,valid,0.48
decay_setting_012,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_062,2-km annuli,14.0,16.0,15.0,valid,0.27
decay_setting_022,0.5-km annuli,60.0,60.5,60.25,valid,0.21
decay_setting_046,Seven 1-km annuli,45.0,46.0,45.5,valid,0.12
decay_setting_055,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_060,2-km annuli,14.0,16.0,15.0,valid,0.35
decay_setting_010,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.35
decay_setting_068,0.5-km annuli,5.0,5.5,5.25,valid,0.73
decay_setting_073,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_028,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.63
decay_setting_010,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.35
decay_setting_054,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_039,2-km annuli,4.0,6.0,5.0,valid,0.75
decay_setting_075,2-km annuli,60.0,62.0,61.0,valid,0.14
decay_setting_022,2-km annuli,30.0,32.0,31.0,valid,0.12
decay_setting_027,0.5-km annuli,60.0,60.5,60.25,valid,0.32
decay_setting_024,2-km annuli,0.0,2.0,1.0,valid,0.75
decay_setting_067,Seven 1-km annuli,45.0,46.0,45.5,valid,0.15
decay_setting_009,0.5-km annuli,5.0,5.5,5.25,valid,0.62
decay_setting_027,2-km annuli,0.0,2.0,1.0,valid,0.75
decay_setting_066,2-km annuli,4.0,6.0,5.0,valid,0.35
decay_setting_066,2-km annuli,30.0,32.0,31.0,valid,0.25
decay_setting_005,Seven 1-km annuli,10.0,11.0,10.5,valid,0.35
decay_setting_050,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_069,0.5-km annuli,30.0,30.5,30.25,valid,0.15
decay_setting_031,0.5-km annuli,0.0,0.5,0.25,valid,0.75
decay_setting_076,0.5-km annuli,5.0,5.5,5.25,valid,0.76
decay_setting_075,0.5-km annuli,30.0,30.5,30.25,valid,0.23
decay_setting_059,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_008,2-km annuli,4.0,6.0,5.0,valid,0.75
decay_setting_097,2-km annuli,60.0,62.0,61.0,valid,0.23
decay_setting_092,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_061,0.5-km annuli,30.0,30.5,30.25,valid,0.49
decay_setting_030,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.23
decay_setting_099,Seven 1-km annuli,10.0,11.0,10.5,valid,0.45
decay_setting_066,2-km annuli,0.0,2.0,1.0,valid,0.55
decay_setting_035,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_023,0.5-km annuli,60.0,60.5,60.25,valid,0.12
decay_setting_054,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.35
decay_setting_079,2-km annuli,30.0,32.0,31.0,valid,0.45
decay_setting_092,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_098,2-km annuli,0.0,2.0,1.0,valid,0.72
decay_setting_081,2-km annuli,60.0,62.0,61.0,valid,0.16
decay_setting_062,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_071,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_039,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.62
decay_setting_065,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.12
decay_setting_013,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.15
decay_setting_096,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_008,0.5-km annuli,15.0,15.5,15.25,valid,0.52
decay_setting_007,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_066,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_028,2-km annuli,30.0,32.0,31.0,valid,0.55
decay_setting_095,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.12
decay_setting_063,2-km annuli,0.0,2.0,1.0,valid,0.71
decay_setting_057,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_016,2-km annuli,30.0,32.0,31.0,valid,0.12
decay_setting_068,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.12
decay_setting_071,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_008,0.5-km annuli,30.0,30.5,30.25,valid,0.35
decay_setting_097,2-km annuli,30.0,32.0,31.0,valid,0.35
decay_setting_076,0.5-km annuli,15.0,15.5,15.25,valid,0.62
decay_setting_038,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_063,0.5-km annuli,15.0,15.5,15.25,valid,0.62
decay_setting_084,2-km annuli,30.0,32.0,31.0,valid,0.27
decay_setting_015,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_005,0.5-km annuli,5.0,5.5,5.25,valid,0.72
decay_setting_031,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.35
decay_setting_088,Seven 1-km annuli,45.0,46.0,45.5,valid,0.12
decay_setting_009,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.42
decay_setting_050,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.45
decay_setting_086,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_006,2-km annuli,14.0,16.0,15.0,valid,0.35
decay_setting_043,2-km annuli,4.0,6.0,5.0,valid,0.75
decay_setting_081,2-km annuli,0.0,2.0,1.0,valid,0.75
decay_setting_060,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_095,2-km annuli,14.0,16.0,15.0,valid,0.35
decay_setting_096,2-km annuli,0.0,2.0,1.0,valid,0.65
decay_setting_001,2-km annuli,30.0,32.0,31.0,valid,0.23
decay_setting_039,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_059,0.5-km annuli,15.0,15.5,15.25,valid,0.73
decay_setting_036,2-km annuli,14.0,16.0,15.0,valid,0.45
decay_setting_064,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_073,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_040,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.27
decay_setting_001,0.5-km annuli,30.0,30.5,30.25,valid,0.17
decay_setting_083,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_099,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_092,0.5-km annuli,5.0,5.5,5.25,valid,0.65
decay_setting_020,Seven 1-km annuli,45.0,46.0,45.5,valid,0.15
decay_setting_040,0.5-km annuli,5.0,5.5,5.25,valid,0.72
decay_setting_029,0.5-km annuli,30.0,30.5,30.25,valid,0.52
decay_setting_019,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_075,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_028,0.5-km annuli,15.0,15.5,15.25,valid,0.65
decay_setting_013,Seven 1-km annuli,45.0,46.0,45.5,valid,0.12
decay_setting_100,2-km annuli,14.0,16.0,15.0,valid,0.32
decay_setting_074,0.5-km annuli,15.0,15.5,15.25,valid,0.65
decay_setting_015,2-km annuli,4.0,6.0,5.0,valid,0.65
decay_setting_094,2-km annuli,4.0,6.0,5.0,valid,0.56
decay_setting_065,2-km annuli,60.0,62.0,61.0,valid,0.15
decay_setting_001,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_036,Seven 1-km annuli,10.0,11.0,10.5,valid,0.74
decay_setting_075,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_095,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.15
decay_setting_030,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_034,0.5-km annuli,0.0,0.5,0.25,valid,0.85
decay_setting_066,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_060,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.34
decay_setting_065,2-km annuli,4.0,6.0,5.0,valid,0.55
decay_setting_035,Seven 1-km annuli,10.0,11.0,10.5,valid,0.72
decay_setting_046,2-km annuli,60.0,62.0,61.0,valid,0.35
decay_setting_021,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_018,2-km annuli,4.0,6.0,5.0,valid,0.72
decay_setting_019,2-km annuli,4.0,6.0,5.0,valid,0.72
decay_setting_004,2-km annuli,4.0,6.0,5.0,valid,0.75
decay_setting_072,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_085,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.15
decay_setting_086,1-km annuli to 100 km,25.0,26.0,25.5,valid,0.53
decay_setting_063,0.5-km annuli,30.0,30.5,30.25,valid,0.45
decay_setting_034,0.5-km annuli,15.0,15.5,15.25,valid,0.35
decay_setting_054,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.12
decay_setting_022,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.15
decay_setting_083,Seven 1-km annuli,10.0,11.0,10.5,valid,0.65
decay_setting_042,1-km annuli to 100 km,50.0,51.0,50.5,valid,0.37
decay_setting_094,0.5-km annuli,60.0,60.5,60.25,valid,0.15
decay_setting_087,0.5-km annuli,60.0,60.5,60.25,valid,0.12
decay_setting_065,Seven 1-km annuli,45.0,46.0,45.5,valid,0.15
decay_setting_006,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.55
decay_setting_088,2-km annuli,0.0,2.0,1.0,valid,0.73
decay_setting_065,Seven 1-km annuli,10.0,11.0,10.5,valid,0.4
decay_setting_098,1-km annuli to 100 km,99.0,100.0,99.5,valid,0.03
decay_setting_002,2-km annuli,60.0,62.0,61.0,valid,0.12
decay_setting_079,2-km annuli,14.0,16.0,15.0,valid,0.65
decay_setting_019,0.5-km annuli,15.0,15.5,15.25,valid,0.47
decay_setting_021,1-km annuli to 100 km,10.0,11.0,10.5,valid,0.65
decay_setting_044,0.5-km annuli,15.0,15.5,15.25,valid,0.65
decay_setting_049,Seven 1-km annuli,45.0,46.0,45.5,valid,0.13
decay_setting_095,0.5-km annuli,30.0,30.5,30.25,valid,0.15
decay_setting_028,2-km annuli,0.0,2.0,1.0,valid,0.85
