setting_id,prompt_condition,population_people,irrelevant_number,request_status,gdp_million_currency_units,road_length_km
scaling_setting_040,Primary wording,100000,,valid,2750.0,480.0
scaling_setting_040,Primary wording,50000,,valid,1250.0,320.0
scaling_setting_040,Primary wording,400000,,valid,8500.0,1250.0
scaling_setting_040,Primary wording,200000,,valid,4200.0,550.0
scaling_setting_040,Paraphrased wording,400000,,valid,8200.0,1450.0
scaling_setting_040,Paraphrased wording,200000,,valid,4500.0,840.0
scaling_setting_040,Paraphrased wording,800000,,valid,9600.0,2250.0
scaling_setting_040,Paraphrased wording,50000,,valid,625.0,220.0
scaling_setting_040,Paraphrased wording,100000,,valid,1450.0,320.0
scaling_setting_040,Concise wording,50000,,valid,850.0,320.0
scaling_setting_040,Concise wording,400000,,valid,9200.0,1350.0
scaling_setting_040,Concise wording,800000,,valid,11000.0,1525.0
scaling_setting_040,Concise wording,100000,,valid,1800.0,320.0
scaling_setting_040,Concise wording,200000,,valid,4500.0,780.0
scaling_setting_040,No-change control,200000,,valid,5800.0,820.0
scaling_setting_040,Irrelevant-number control,200000,800000.0,valid,4500.0,320.0
scaling_setting_040,Irrelevant-number control,200000,200000.0,valid,5800.0,650.0
scaling_setting_040,Irrelevant-number control,200000,400000.0,valid,4500.0,780.0
scaling_setting_040,Irrelevant-number control,200000,50000.0,valid,4500.0,1450.0
scaling_setting_040,Irrelevant-number control,200000,100000.0,valid,6200.0,890.0
scaling_setting_041,Primary wording,800000,,valid,32000.0,1450.0
scaling_setting_041,Primary wording,400000,,valid,23800.0,1265.0
scaling_setting_041,Primary wording,50000,,valid,2400.0,310.0
scaling_setting_041,Primary wording,200000,,valid,8600.0,1340.0
scaling_setting_041,Primary wording,100000,,valid,1200.0,450.0
scaling_setting_041,Paraphrased wording,200000,,valid,8700.0,840.0
scaling_setting_041,Paraphrased wording,800000,,valid,16400.0,1450.0
scaling_setting_041,Paraphrased wording,50000,,valid,1200.0,340.0
scaling_setting_041,Paraphrased wording,100000,,valid,2500.0,650.0
scaling_setting_041,Paraphrased wording,400000,,valid,9600.0,1450.0
scaling_setting_041,Concise wording,200000,,valid,4500.0,870.0
scaling_setting_041,Concise wording,50000,,valid,1500.0,320.0
scaling_setting_041,Concise wording,100000,,valid,2150.0,320.0
scaling_setting_041,Concise wording,800000,,valid,24000.0,3200.0
scaling_setting_041,Concise wording,400000,,valid,9600.0,1800.0
scaling_setting_041,No-change control,200000,,valid,4200.0,950.0
scaling_setting_041,Irrelevant-number control,200000,400000.0,valid,7500.0,850.0
scaling_setting_041,Irrelevant-number control,200000,800000.0,valid,9500.0,1200.0
scaling_setting_041,Irrelevant-number control,200000,100000.0,valid,7200.0,1250.0
scaling_setting_041,Irrelevant-number control,200000,200000.0,valid,7500.0,1200.0
scaling_setting_041,Irrelevant-number control,200000,50000.0,valid,4600.0,1200.0
scaling_setting_042,Primary wording,100000,,valid,1250.0,540.0
scaling_setting_042,Primary wording,800000,,valid,32000.0,2200.0
scaling_setting_042,Primary wording,200000,,valid,1150.0,755.0
scaling_setting_042,Primary wording,50000,,valid,450.0,820.0
scaling_setting_042,Primary wording,400000,,valid,18200.0,1450.0
scaling_setting_042,Paraphrased wording,800000,,valid,32000.0,1200.0
scaling_setting_042,Paraphrased wording,100000,,valid,750.0,420.0
scaling_setting_042,Paraphrased wording,200000,,valid,7230.0,1350.0
scaling_setting_042,Paraphrased wording,400000,,valid,12500.0,920.0
scaling_setting_042,Paraphrased wording,50000,,valid,1250.0,320.0
scaling_setting_042,Concise wording,400000,,valid,9200.0,1800.0
scaling_setting_042,Concise wording,200000,,valid,4800.0,1120.0
scaling_setting_042,Concise wording,800000,,valid,16000.0,3200.0
scaling_setting_042,Concise wording,50000,,valid,725.0,310.0
scaling_setting_042,Concise wording,100000,,valid,1450.0,815.0
scaling_setting_042,No-change control,200000,,valid,5600.0,720.0
scaling_setting_042,Irrelevant-number control,200000,400000.0,valid,7500.0,1200.0
scaling_setting_042,Irrelevant-number control,200000,200000.0,valid,4250.0,1200.0
scaling_setting_042,Irrelevant-number control,200000,100000.0,valid,4500.0,1600.0
scaling_setting_042,Irrelevant-number control,200000,800000.0,valid,5400.0,960.0
scaling_setting_042,Irrelevant-number control,200000,50000.0,valid,7200.0,1650.0
scaling_setting_043,Primary wording,100000,,valid,7500.0,640.0
scaling_setting_043,Primary wording,50000,,valid,3750.0,310.0
scaling_setting_043,Primary wording,400000,,valid,18400.0,1350.0
scaling_setting_043,Primary wording,200000,,valid,8200.0,750.0
scaling_setting_043,Primary wording,800000,,valid,32000.0,1600.0
scaling_setting_043,Paraphrased wording,100000,,valid,4300.0,1250.0
scaling_setting_043,Paraphrased wording,800000,,valid,32000.0,2700.0
scaling_setting_043,Paraphrased wording,400000,,valid,24000.0,1850.0
scaling_setting_043,Paraphrased wording,50000,,valid,1850.0,320.0
scaling_setting_043,Paraphrased wording,200000,,valid,8400.0,1250.0
scaling_setting_043,Concise wording,200000,,valid,7200.0,1460.0
scaling_setting_043,Concise wording,100000,,valid,3200.0,510.0
scaling_setting_043,Concise wording,400000,,valid,15600.0,1200.0
scaling_setting_043,Concise wording,50000,,valid,1250.0,320.0
scaling_setting_043,Concise wording,800000,,valid,32000.0,2200.0
scaling_setting_043,No-change control,200000,,valid,8500.0,1200.0
scaling_setting_043,Irrelevant-number control,200000,50000.0,valid,12500.0,1500.0
scaling_setting_043,Irrelevant-number control,200000,800000.0,valid,7500.0,920.0
scaling_setting_043,Irrelevant-number control,200000,100000.0,valid,12500.0,850.0
scaling_setting_043,Irrelevant-number control,200000,400000.0,valid,7800.0,1250.0
scaling_setting_043,Irrelevant-number control,200000,200000.0,valid,8500.0,1200.0
scaling_setting_044,Primary wording,100000,,valid,3500.0,620.0
scaling_setting_044,Primary wording,400000,,valid,18750.0,1250.0
scaling_setting_044,Primary wording,200000,,valid,8400.0,1200.0
scaling_setting_044,Primary wording,800000,,valid,32000.0,1800.0
scaling_setting_044,Primary wording,50000,,valid,1500.0,350.0
scaling_setting_044,Paraphrased wording,50000,,valid,1850.0,420.0
scaling_setting_044,Paraphrased wording,200000,,valid,7600.0,420.0
scaling_setting_044,Paraphrased wording,800000,,valid,24000.0,1600.0
scaling_setting_044,Paraphrased wording,400000,,valid,12800.0,1650.0
scaling_setting_044,Paraphrased wording,100000,,valid,3200.0,450.0
scaling_setting_044,Concise wording,100000,,valid,4000.0,250.0
scaling_setting_044,Concise wording,200000,,valid,9800.0,620.0
scaling_setting_044,Concise wording,400000,,valid,9400.0,1200.0
scaling_setting_044,Concise wording,800000,,valid,32000.0,1400.0
scaling_setting_044,Concise wording,50000,,valid,1200.0,310.0
scaling_setting_044,No-change control,200000,,valid,9200.0,1200.0
scaling_setting_044,Irrelevant-number control,200000,50000.0,valid,8500.0,620.0
scaling_setting_044,Irrelevant-number control,200000,200000.0,valid,5600.0,850.0
scaling_setting_044,Irrelevant-number control,200000,400000.0,valid,5400.0,800.0
scaling_setting_044,Irrelevant-number control,200000,800000.0,valid,7200.0,415.0
scaling_setting_044,Irrelevant-number control,200000,100000.0,valid,5400.0,830.0
scaling_setting_045,Primary wording,800000,,valid,32000.0,540.0
scaling_setting_045,Primary wording,100000,,valid,4500.0,320.0
scaling_setting_045,Primary wording,200000,,valid,8500.0,320.0
scaling_setting_045,Primary wording,400000,,valid,9200.0,1250.0
scaling_setting_045,Primary wording,50000,,valid,1250.0,210.0
scaling_setting_045,Paraphrased wording,100000,,valid,3200.0,210.0
scaling_setting_045,Paraphrased wording,50000,,valid,750.0,120.0
scaling_setting_045,Paraphrased wording,400000,,valid,14500.0,680.0
scaling_setting_045,Paraphrased wording,800000,,valid,16000.0,1200.0
scaling_setting_045,Paraphrased wording,200000,,valid,4800.0,950.0
scaling_setting_045,Concise wording,100000,,valid,1500.0,320.0
scaling_setting_045,Concise wording,50000,,valid,750.0,120.0
scaling_setting_045,Concise wording,400000,,valid,6800.0,950.0
scaling_setting_045,Concise wording,800000,,valid,24500.0,720.0
scaling_setting_045,Concise wording,200000,,valid,4500.0,320.0
scaling_setting_045,No-change control,200000,,valid,4800.0,450.0
scaling_setting_045,Irrelevant-number control,200000,400000.0,valid,4500.0,320.0
scaling_setting_045,Irrelevant-number control,200000,200000.0,valid,8500.0,420.0
scaling_setting_045,Irrelevant-number control,200000,800000.0,valid,4200.0,580.0
scaling_setting_045,Irrelevant-number control,200000,50000.0,valid,8000.0,450.0
scaling_setting_045,Irrelevant-number control,200000,100000.0,valid,7500.0,320.0
scaling_setting_046,Primary wording,800000,,valid,24000.0,1200.0
scaling_setting_046,Primary wording,200000,,valid,5400.0,950.0
scaling_setting_046,Primary wording,400000,,valid,15400.0,1500.0
scaling_setting_046,Primary wording,100000,,valid,3100.0,450.0
scaling_setting_046,Primary wording,50000,,valid,950.0,280.0
scaling_setting_046,Paraphrased wording,400000,,valid,9400.0,820.0
scaling_setting_046,Paraphrased wording,100000,,valid,2150.0,340.0
scaling_setting_046,Paraphrased wording,200000,,valid,6400.0,390.0
scaling_setting_046,Paraphrased wording,50000,,valid,750.0,320.0
scaling_setting_046,Paraphrased wording,800000,,valid,18000.0,1250.0
scaling_setting_046,Concise wording,200000,,valid,4500.0,1500.0
scaling_setting_046,Concise wording,50000,,valid,850.0,185.0
scaling_setting_046,Concise wording,100000,,valid,2500.0,320.0
scaling_setting_046,Concise wording,400000,,valid,12000.0,850.0
scaling_setting_046,Concise wording,800000,,valid,15600.0,1250.0
scaling_setting_046,No-change control,200000,,valid,5200.0,950.0
scaling_setting_046,Irrelevant-number control,200000,50000.0,valid,4500.0,960.0
scaling_setting_046,Irrelevant-number control,200000,200000.0,valid,3200.0,1500.0
scaling_setting_046,Irrelevant-number control,200000,100000.0,valid,8200.0,860.0
scaling_setting_046,Irrelevant-number control,200000,800000.0,valid,6800.0,450.0
scaling_setting_046,Irrelevant-number control,200000,400000.0,valid,5200.0,850.0
scaling_setting_047,Primary wording,200000,,valid,4200.0,860.0
scaling_setting_047,Primary wording,800000,,valid,24000.0,3200.0
scaling_setting_047,Primary wording,50000,,valid,1500.0,320.0
scaling_setting_047,Primary wording,100000,,valid,3200.0,450.0
scaling_setting_047,Primary wording,400000,,valid,9500.0,1250.0
scaling_setting_047,Paraphrased wording,100000,,valid,3500.0,850.0
scaling_setting_047,Paraphrased wording,400000,,valid,8200.0,1250.0
scaling_setting_047,Paraphrased wording,200000,,valid,12500.0,950.0
scaling_setting_047,Paraphrased wording,800000,,valid,24500.0,3200.0
scaling_setting_047,Paraphrased wording,50000,,valid,850.0,260.0
scaling_setting_047,Concise wording,800000,,valid,32000.0,4500.0
scaling_setting_047,Concise wording,100000,,valid,4500.0,750.0
scaling_setting_047,Concise wording,200000,,valid,4500.0,1560.0
scaling_setting_047,Concise wording,400000,,valid,8400.0,860.0
scaling_setting_047,Concise wording,50000,,valid,950.0,320.0
scaling_setting_047,No-change control,200000,,valid,5842.0,3248.0
scaling_setting_047,Irrelevant-number control,200000,100000.0,valid,3670.0,1250.0
scaling_setting_047,Irrelevant-number control,200000,800000.0,valid,14500.0,1200.0
scaling_setting_047,Irrelevant-number control,200000,200000.0,valid,8400.0,1500.0
scaling_setting_047,Irrelevant-number control,200000,400000.0,valid,5400.0,1250.0
scaling_setting_047,Irrelevant-number control,200000,50000.0,valid,4800.0,950.0
scaling_setting_048,Primary wording,400000,,valid,3200.0,1250.0
scaling_setting_048,Primary wording,800000,,valid,24500.0,3200.0
scaling_setting_048,Primary wording,100000,,valid,2300.0,870.0
scaling_setting_048,Primary wording,50000,,valid,750.0,320.0
scaling_setting_048,Primary wording,200000,,valid,3600.0,875.0
scaling_setting_048,Paraphrased wording,100000,,valid,1250.0,320.0
scaling_setting_048,Paraphrased wording,400000,,valid,9600.0,1450.0
scaling_setting_048,Paraphrased wording,50000,,valid,850.0,320.0
scaling_setting_048,Paraphrased wording,800000,,valid,12000.0,1450.0
scaling_setting_048,Paraphrased wording,200000,,valid,6200.0,540.0
scaling_setting_048,Concise wording,100000,,valid,2400.0,320.0
scaling_setting_048,Concise wording,400000,,valid,6800.0,960.0
scaling_setting_048,Concise wording,50000,,valid,750.0,120.0
scaling_setting_048,Concise wording,200000,,valid,3200.0,820.0
scaling_setting_048,Concise wording,800000,,valid,32000.0,1450.0
scaling_setting_048,No-change control,200000,,valid,5400.0,950.0
scaling_setting_048,Irrelevant-number control,200000,100000.0,valid,4500.0,1025.0
scaling_setting_048,Irrelevant-number control,200000,50000.0,valid,3500.0,940.0
scaling_setting_048,Irrelevant-number control,200000,200000.0,valid,4500.0,1250.0
scaling_setting_048,Irrelevant-number control,200000,400000.0,valid,4500.0,1200.0
scaling_setting_048,Irrelevant-number control,200000,800000.0,valid,4500.0,850.0
scaling_setting_049,Primary wording,800000,,valid,32000.0,1450.0
scaling_setting_049,Primary wording,200000,,valid,8400.0,950.0
scaling_setting_049,Primary wording,100000,,valid,4300.0,565.0
scaling_setting_049,Primary wording,400000,,valid,16800.0,1800.0
scaling_setting_049,Primary wording,50000,,valid,2200.0,350.0
scaling_setting_049,Paraphrased wording,400000,,valid,28000.0,1250.0
scaling_setting_049,Paraphrased wording,50000,,valid,2000.0,320.0
scaling_setting_049,Paraphrased wording,800000,,valid,32000.0,4700.0
scaling_setting_049,Paraphrased wording,100000,,valid,4750.0,850.0
scaling_setting_049,Paraphrased wording,200000,,valid,9200.0,1300.0
scaling_setting_049,Concise wording,200000,,valid,8200.0,1750.0
scaling_setting_049,Concise wording,800000,,valid,24000.0,1850.0
scaling_setting_049,Concise wording,50000,,valid,3200.0,250.0
scaling_setting_049,Concise wording,400000,,valid,16000.0,2200.0
scaling_setting_049,Concise wording,100000,,valid,7500.0,450.0
scaling_setting_049,No-change control,200000,,valid,9500.0,850.0
scaling_setting_049,Irrelevant-number control,200000,800000.0,valid,11500.0,980.0
scaling_setting_049,Irrelevant-number control,200000,400000.0,valid,7500.0,1100.0
scaling_setting_049,Irrelevant-number control,200000,200000.0,valid,8600.0,1450.0
scaling_setting_049,Irrelevant-number control,200000,50000.0,valid,8400.0,620.0
scaling_setting_049,Irrelevant-number control,200000,100000.0,valid,8200.0,950.0
scaling_setting_050,Primary wording,400000,,valid,15600.0,2400.0
scaling_setting_050,Primary wording,50000,,valid,2400.0,450.0
scaling_setting_050,Primary wording,200000,,valid,7500.0,950.0
scaling_setting_050,Primary wording,100000,,valid,3200.0,850.0
scaling_setting_050,Primary wording,800000,,valid,32500.0,4400.0
scaling_setting_050,Paraphrased wording,50000,,valid,1200.0,260.0
scaling_setting_050,Paraphrased wording,400000,,valid,14600.0,2250.0
scaling_setting_050,Paraphrased wording,100000,,valid,3200.0,540.0
scaling_setting_050,Paraphrased wording,800000,,valid,32000.0,2500.0
scaling_setting_050,Paraphrased wording,200000,,valid,8700.0,950.0
scaling_setting_050,Concise wording,50000,,valid,1250.0,220.0
scaling_setting_050,Concise wording,400000,,valid,15600.0,1250.0
scaling_setting_050,Concise wording,100000,,valid,2400.0,420.0
scaling_setting_050,Concise wording,200000,,valid,8000.0,950.0
scaling_setting_050,Concise wording,800000,,valid,24000.0,3200.0
scaling_setting_050,No-change control,200000,,valid,7400.0,1200.0
scaling_setting_050,Irrelevant-number control,200000,400000.0,valid,8500.0,1200.0
scaling_setting_050,Irrelevant-number control,200000,800000.0,valid,8400.0,650.0
scaling_setting_050,Irrelevant-number control,200000,100000.0,valid,9200.0,1350.0
scaling_setting_050,Irrelevant-number control,200000,200000.0,valid,8500.0,1200.0
scaling_setting_050,Irrelevant-number control,200000,50000.0,valid,8200.0,1200.0
scaling_setting_051,Primary wording,800000,,valid,24000.0,3200.0
scaling_setting_051,Primary wording,100000,,valid,1900.0,580.0
scaling_setting_051,Primary wording,200000,,valid,4500.0,1200.0
scaling_setting_051,Primary wording,50000,,valid,750.0,320.0
scaling_setting_051,Primary wording,400000,,valid,6200.0,1450.0
scaling_setting_051,Paraphrased wording,50000,,valid,750.0,310.0
scaling_setting_051,Paraphrased wording,100000,,valid,1450.0,530.0
scaling_setting_051,Paraphrased wording,400000,,valid,7800.0,1200.0
scaling_setting_051,Paraphrased wording,200000,,valid,3200.0,1400.0
scaling_setting_051,Paraphrased wording,800000,,valid,9600.0,2900.0
scaling_setting_051,Concise wording,100000,,valid,1850.0,345.0
scaling_setting_051,Concise wording,400000,,valid,5600.0,1200.0
scaling_setting_051,Concise wording,200000,,valid,4500.0,980.0
scaling_setting_051,Concise wording,50000,,valid,850.0,320.0
scaling_setting_051,Concise wording,800000,,valid,12000.0,1750.0
scaling_setting_051,No-change control,200000,,valid,3200.0,1200.0
scaling_setting_051,Irrelevant-number control,200000,400000.0,valid,4500.0,850.0
scaling_setting_051,Irrelevant-number control,200000,100000.0,valid,4500.0,1200.0
scaling_setting_051,Irrelevant-number control,200000,200000.0,valid,6200.0,850.0
scaling_setting_051,Irrelevant-number control,200000,800000.0,valid,4500.0,850.0
scaling_setting_051,Irrelevant-number control,200000,50000.0,valid,4500.0,870.0
scaling_setting_052,Primary wording,100000,,valid,2500.0,520.0
scaling_setting_052,Primary wording,50000,,valid,1450.0,310.0
scaling_setting_052,Primary wording,200000,,valid,3200.0,560.0
scaling_setting_052,Primary wording,800000,,valid,24000.0,1500.0
scaling_setting_052,Primary wording,400000,,valid,9200.0,1350.0
scaling_setting_052,Paraphrased wording,400000,,valid,6800.0,1250.0
scaling_setting_052,Paraphrased wording,800000,,valid,32400.0,1650.0
scaling_setting_052,Paraphrased wording,50000,,valid,1250.0,580.0
scaling_setting_052,Paraphrased wording,200000,,valid,4200.0,865.0
scaling_setting_052,Paraphrased wording,100000,,valid,1350.0,450.0
scaling_setting_052,Concise wording,400000,,valid,9200.0,1675.0
scaling_setting_052,Concise wording,50000,,valid,2500.0,320.0
scaling_setting_052,Concise wording,200000,,valid,3200.0,850.0
scaling_setting_052,Concise wording,800000,,valid,19200.0,2150.0
scaling_setting_052,Concise wording,100000,,valid,1500.0,250.0
scaling_setting_052,No-change control,200000,,valid,3100.0,820.0
scaling_setting_052,Irrelevant-number control,200000,50000.0,valid,6720.0,780.0
scaling_setting_052,Irrelevant-number control,200000,200000.0,valid,4800.0,950.0
scaling_setting_052,Irrelevant-number control,200000,100000.0,valid,7600.0,1250.0
scaling_setting_052,Irrelevant-number control,200000,400000.0,valid,3400.0,1450.0
scaling_setting_052,Irrelevant-number control,200000,800000.0,valid,3420.0,725.0
scaling_setting_053,Primary wording,50000,,valid,1250.0,320.0
scaling_setting_053,Primary wording,800000,,valid,19250.0,3150.0
scaling_setting_053,Primary wording,100000,,valid,2700.0,615.0
scaling_setting_053,Primary wording,400000,,valid,10250.0,1450.0
scaling_setting_053,Primary wording,200000,,valid,7800.0,950.0
scaling_setting_053,Paraphrased wording,50000,,valid,850.0,320.0
scaling_setting_053,Paraphrased wording,800000,,valid,26400.0,1250.0
scaling_setting_053,Paraphrased wording,400000,,valid,9200.0,1800.0
scaling_setting_053,Paraphrased wording,200000,,valid,8500.0,1280.0
scaling_setting_053,Paraphrased wording,100000,,valid,4500.0,320.0
scaling_setting_053,Concise wording,800000,,valid,24000.0,3200.0
scaling_setting_053,Concise wording,50000,,valid,750.0,320.0
scaling_setting_053,Concise wording,100000,,valid,2750.0,620.0
scaling_setting_053,Concise wording,200000,,valid,4800.0,650.0
scaling_setting_053,Concise wording,400000,,valid,9500.0,1250.0
scaling_setting_053,No-change control,200000,,valid,8500.0,1500.0
scaling_setting_053,Irrelevant-number control,200000,800000.0,valid,9500.0,1200.0
scaling_setting_053,Irrelevant-number control,200000,50000.0,valid,8400.0,1250.0
scaling_setting_053,Irrelevant-number control,200000,400000.0,valid,7200.0,650.0
scaling_setting_053,Irrelevant-number control,200000,100000.0,valid,8500.0,1200.0
scaling_setting_053,Irrelevant-number control,200000,200000.0,valid,8600.0,1250.0
scaling_setting_054,Primary wording,100000,,valid,4200.0,650.0
scaling_setting_054,Primary wording,400000,,valid,18000.0,1450.0
scaling_setting_054,Primary wording,800000,,valid,24000.0,3500.0
scaling_setting_054,Primary wording,50000,,valid,1750.0,320.0
scaling_setting_054,Primary wording,200000,,valid,8000.0,950.0
scaling_setting_054,Paraphrased wording,50000,,valid,1750.0,320.0
scaling_setting_054,Paraphrased wording,400000,,valid,12000.0,1250.0
scaling_setting_054,Paraphrased wording,100000,,valid,4500.0,750.0
scaling_setting_054,Paraphrased wording,200000,,valid,7800.0,1145.0
scaling_setting_054,Paraphrased wording,800000,,valid,32000.0,1550.0
scaling_setting_054,Concise wording,800000,,valid,24000.0,3200.0
scaling_setting_054,Concise wording,100000,,valid,2700.0,430.0
scaling_setting_054,Concise wording,400000,,valid,18000.0,2150.0
scaling_setting_054,Concise wording,50000,,valid,1250.0,225.0
scaling_setting_054,Concise wording,200000,,valid,6200.0,850.0
scaling_setting_054,No-change control,200000,,valid,9500.0,1200.0
scaling_setting_054,Irrelevant-number control,200000,800000.0,valid,6700.0,1350.0
scaling_setting_054,Irrelevant-number control,200000,400000.0,valid,8400.0,1200.0
scaling_setting_054,Irrelevant-number control,200000,200000.0,valid,8600.0,620.0
scaling_setting_054,Irrelevant-number control,200000,50000.0,valid,5800.0,1250.0
scaling_setting_054,Irrelevant-number control,200000,100000.0,valid,12000.0,950.0
scaling_setting_055,Primary wording,50000,,valid,1250.0,320.0
scaling_setting_055,Primary wording,100000,,valid,2800.0,450.0
scaling_setting_055,Primary wording,200000,,valid,4200.0,750.0
scaling_setting_055,Primary wording,400000,,valid,8250.0,1200.0
scaling_setting_055,Primary wording,800000,,valid,15400.0,2200.0
scaling_setting_055,Paraphrased wording,100000,,valid,850.0,420.0
scaling_setting_055,Paraphrased wording,50000,,valid,1250.0,310.0
scaling_setting_055,Paraphrased wording,400000,,valid,6200.0,980.0
scaling_setting_055,Paraphrased wording,800000,,valid,16000.0,950.0
scaling_setting_055,Paraphrased wording,200000,,valid,7500.0,340.0
scaling_setting_055,Concise wording,400000,,valid,6800.0,1200.0
scaling_setting_055,Concise wording,50000,,valid,1200.0,450.0
scaling_setting_055,Concise wording,800000,,valid,18750.0,1400.0
scaling_setting_055,Concise wording,200000,,valid,7500.0,850.0
scaling_setting_055,Concise wording,100000,,valid,3200.0,450.0
scaling_setting_055,No-change control,200000,,valid,7800.0,950.0
scaling_setting_055,Irrelevant-number control,200000,100000.0,valid,4800.0,720.0
scaling_setting_055,Irrelevant-number control,200000,200000.0,valid,4800.0,1100.0
scaling_setting_055,Irrelevant-number control,200000,400000.0,valid,4200.0,850.0
scaling_setting_055,Irrelevant-number control,200000,800000.0,valid,7500.0,420.0
scaling_setting_055,Irrelevant-number control,200000,50000.0,valid,4800.0,1200.0
scaling_setting_056,Primary wording,50000,,valid,3750.0,620.0
scaling_setting_056,Primary wording,400000,,valid,18250.0,1550.0
scaling_setting_056,Primary wording,100000,,valid,6500.0,1200.0
scaling_setting_056,Primary wording,200000,,valid,8500.0,1400.0
scaling_setting_056,Primary wording,800000,,valid,46000.0,3200.0
scaling_setting_056,Paraphrased wording,200000,,valid,15200.0,1150.0
scaling_setting_056,Paraphrased wording,100000,,valid,4500.0,1200.0
scaling_setting_056,Paraphrased wording,400000,,valid,22000.0,1350.0
scaling_setting_056,Paraphrased wording,50000,,valid,3100.0,480.0
scaling_setting_056,Paraphrased wording,800000,,valid,32000.0,2150.0
scaling_setting_056,Concise wording,800000,,valid,32000.0,2400.0
scaling_setting_056,Concise wording,100000,,valid,4200.0,750.0
scaling_setting_056,Concise wording,400000,,valid,18400.0,1650.0
scaling_setting_056,Concise wording,50000,,valid,1200.0,350.0
scaling_setting_056,Concise wording,200000,,valid,12400.0,850.0
scaling_setting_056,No-change control,200000,,valid,9200.0,1700.0
scaling_setting_056,Irrelevant-number control,200000,800000.0,valid,8600.0,1275.0
scaling_setting_056,Irrelevant-number control,200000,50000.0,valid,8500.0,1200.0
scaling_setting_056,Irrelevant-number control,200000,100000.0,valid,14500.0,950.0
scaling_setting_056,Irrelevant-number control,200000,400000.0,valid,9800.0,1230.0
scaling_setting_056,Irrelevant-number control,200000,200000.0,valid,8200.0,1570.0
scaling_setting_057,Primary wording,100000,,valid,3750.0,820.0
scaling_setting_057,Primary wording,200000,,valid,8200.0,1350.0
scaling_setting_057,Primary wording,800000,,valid,32000.0,1500.0
scaling_setting_057,Primary wording,50000,,valid,2150.0,340.0
scaling_setting_057,Primary wording,400000,,valid,24000.0,1250.0
scaling_setting_057,Paraphrased wording,400000,,valid,15600.0,2150.0
scaling_setting_057,Paraphrased wording,800000,,valid,24000.0,3200.0
scaling_setting_057,Paraphrased wording,200000,,valid,8900.0,760.0
scaling_setting_057,Paraphrased wording,100000,,valid,3500.0,290.0
scaling_setting_057,Paraphrased wording,50000,,valid,2150.0,240.0
scaling_setting_057,Concise wording,200000,,valid,6400.0,950.0
scaling_setting_057,Concise wording,800000,,valid,32000.0,2900.0
scaling_setting_057,Concise wording,50000,,valid,1200.0,250.0
scaling_setting_057,Concise wording,100000,,valid,3500.0,420.0
scaling_setting_057,Concise wording,400000,,valid,18000.0,1200.0
scaling_setting_057,No-change control,200000,,valid,8500.0,1250.0
scaling_setting_057,Irrelevant-number control,200000,200000.0,valid,7250.0,1520.0
scaling_setting_057,Irrelevant-number control,200000,100000.0,valid,11500.0,850.0
scaling_setting_057,Irrelevant-number control,200000,800000.0,valid,9500.0,1200.0
scaling_setting_057,Irrelevant-number control,200000,400000.0,valid,12500.0,480.0
scaling_setting_057,Irrelevant-number control,200000,50000.0,valid,8400.0,3200.0
scaling_setting_058,Primary wording,400000,,valid,12600.0,850.0
scaling_setting_058,Primary wording,200000,,valid,4200.0,870.0
scaling_setting_058,Primary wording,800000,,valid,12500.0,1400.0
scaling_setting_058,Primary wording,100000,,valid,2100.0,380.0
scaling_setting_058,Primary wording,50000,,valid,1200.0,320.0
scaling_setting_058,Paraphrased wording,200000,,valid,3200.0,750.0
scaling_setting_058,Paraphrased wording,800000,,valid,19500.0,2450.0
scaling_setting_058,Paraphrased wording,400000,,valid,7800.0,1840.0
scaling_setting_058,Paraphrased wording,100000,,valid,1300.0,450.0
scaling_setting_058,Paraphrased wording,50000,,valid,1250.0,320.0
scaling_setting_058,Concise wording,400000,,valid,7500.0,1420.0
scaling_setting_058,Concise wording,100000,,valid,2100.0,350.0
scaling_setting_058,Concise wording,200000,,valid,12500.0,450.0
scaling_setting_058,Concise wording,50000,,valid,875.0,320.0
scaling_setting_058,Concise wording,800000,,valid,9200.0,2500.0
scaling_setting_058,No-change control,200000,,valid,3200.0,620.0
scaling_setting_058,Irrelevant-number control,200000,200000.0,valid,4800.0,950.0
scaling_setting_058,Irrelevant-number control,200000,400000.0,valid,12500.0,950.0
scaling_setting_058,Irrelevant-number control,200000,800000.0,valid,4800.0,1050.0
scaling_setting_058,Irrelevant-number control,200000,50000.0,valid,4500.0,780.0
scaling_setting_058,Irrelevant-number control,200000,100000.0,valid,3100.0,1240.0
scaling_setting_059,Primary wording,100000,,valid,2750.0,680.0
scaling_setting_059,Primary wording,200000,,valid,4200.0,1200.0
scaling_setting_059,Primary wording,50000,,valid,750.0,320.0
scaling_setting_059,Primary wording,800000,,valid,18400.0,3200.0
scaling_setting_059,Primary wording,400000,,valid,12800.0,1350.0
scaling_setting_059,Paraphrased wording,400000,,valid,9600.0,1450.0
scaling_setting_059,Paraphrased wording,50000,,valid,850.0,320.0
scaling_setting_059,Paraphrased wording,100000,,valid,1450.0,620.0
scaling_setting_059,Paraphrased wording,200000,,valid,3200.0,860.0
scaling_setting_059,Paraphrased wording,800000,,valid,19200.0,2300.0
scaling_setting_059,Concise wording,400000,,valid,12000.0,1650.0
scaling_setting_059,Concise wording,200000,,valid,6000.0,750.0
scaling_setting_059,Concise wording,100000,,valid,1350.0,520.0
